score,count
406,303
405,260
404,287
403,303
402,289
401,222
400,227
399,225
398,299
397,269
396,266
395,275
394,272
393,288
392,259
391,235
390,227
389,196
388,230
387,227
386,271
385,230
384,210
383,209
382,259
381,266
380,259
379,268
378,209
377,220
376,180
375,223
374,183
373,195
372,220
371,210
370,243
369,256
368,192
367,238
366,208
365,202
364,225
363,187
362,218
361,230
360,238
359,166
358,194
357,200
356,231
355,169
354,193
353,203
352,227
351,236
350,203
349,232
348,180
347,230
346,192
345,180
344,200
343,199
342,166
341,219
340,164
339,157
338,206
337,213
336,216
335,166
334,186
333,163
332,151
331,196
330,212
329,201
328,156
327,159
326,187
325,204
324,150
323,149
322,148
321,138
320,193
319,169
318,154
317,177
316,192
315,147
314,161
313,196
312,189
311,170
310,152
309,158
308,187
307,180
306,164
305,136
304,126
303,130
302,130
301,172
300,156
299,148
298,171
297,152
296,142
295,158
294,128
293,136
292,140
291,125
290,148
289,128
288,122
287,127
286,142
285,158
284,115
283,137
282,149
281,144
280,114
279,136
278,132
277,162
276,115
275,160
274,112
273,145
272,126
271,126
270,113
269,118
268,139
267,134
266,122
265,114
264,140
263,115
262,139
261,114
260,136
259,146
258,107
257,113
256,99
255,129
254,127
253,97
252,118
251,138
250,136
249,102
248,108
247,136
246,108
245,130
244,122
243,106
242,127
241,126
240,94
239,107
238,105
237,128
236,104
235,129
234,119
233,101
232,93
231,113
230,90
229,110
228,107
227,87
226,90
225,123
224,94
223,110
222,121
221,84
220,97
219,118
218,104
217,112
216,94
215,81
214,91
213,91
212,85
211,78
210,83
209,87
208,115
207,102
206,101
205,92
204,104
203,76
202,96
201,76
200,83
199,93
198,102
197,106
196,94
195,76
194,75
193,80
192,104
191,92
190,81
189,72
188,88
187,93
186,86
185,72
184,90
183,78
182,81
181,93
180,90
179,98
178,92
177,85
176,88
175,96
174,75
173,70
172,87
171,94
170,72
169,75
168,76
167,75
166,80
165,86
164,62
163,84
162,82
161,65
160,76
159,79
158,74
157,87
156,74
155,74
154,76
153,88
152,76
151,58
150,60
149,72
148,62
147,73
146,82
145,72
144,82
143,61
142,61
141,75
140,77
139,66
138,62
137,68
136,65
135,54
134,70
133,78
132,68
131,54
130,59
129,77
128,55
127,64
126,59
125,71
124,52
123,59
122,74
121,74
120,61
119,68
118,66
117,52
116,59
115,50
114,57
113,55
112,69
111,57
110,58
109,61
108,66
107,68
106,52
105,68
104,53
103,61
102,62
101,47
100,66
99,52
98,47
97,63
96,57
95,57
94,53
93,46
92,59
91,45
90,56
89,64
88,52
87,58
86,47
85,55
84,63
83,48
82,50
81,49
80,49
79,60
78,47
77,54
76,58
75,56
74,44
73,43
72,58
71,44
70,47
69,58
68,45
67,40
66,39
65,56
64,50
63,47
62,46
61,41
60,44
59,38
58,43
57,50
56,37
55,51
54,50
53,51
52,39
51,41
50,41
49,46
48,49
47,48
46,42
45,42
44,44
43,45
42,44
41,47
40,42
39,43
38,46
37,46
36,37
35,49
34,34
33,44
32,37
31,36
30,37
29,44
28,42
27,43
26,32
25,39
24,38
23,36
22,45
21,44
20,42
19,32
18,38
17,34
16,32
15,40
14,40
13,42
12,29
11,29
10,33
9,29
8,39
7,30
6,36
5,38
4,32
3,31
2,41
1,34
0,30
