score,count
88,48
87,56
86,47
85,50
84,55
83,59
82,58
81,44
80,49
79,41
78,57
77,50
76,57
75,56
74,47
73,43
72,47
71,41
70,54
69,48
68,42
67,43
66,46
65,39
64,44
63,54
62,49
61,43
60,48
59,49
58,50
57,40
56,44
55,45
54,41
53,44
52,42
51,52
50,49
49,39
48,47
47,45
46,46
45,44
44,40
43,44
42,43
41,50
40,40
39,44
38,37
37,41
36,45
35,46
34,37
33,36
32,35
31,36
30,42
29,45
28,34
27,35
26,35
25,34
24,43
23,37
22,38
21,44
20,34
19,38
18,34
17,38
16,36
15,39
14,36
13,41
12,30
11,37
10,40
9,31
8,36
7,36
6,35
5,30
4,40
3,39
2,37
1,39
0,31
